unnamed;company;typename;inches;screen_resolution;cpu;ram;memory;gpu;opsys;weight; price ;px_width;px_height;clock_speed;cpu_brand;gpu_brand;ssd_capacity;hdd_capacity;ssd_count;hdd_count;flash_storage;cpu_details;ips_panel;touch_screen;resolution;ppi_whole;resolution (1);name;aspect_ratio;quality_rank
207;Dell;Ultrabook;13.3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows;1.21; $103842.72. ;3840;2160;1.8;Intel;Intel;256;0;1;1;0;Core i7 8550U;1;1;3840 x 2160;331;3840 x 2160;4K UHD (Ultra High Definition);16:09;Very High
208;Dell;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows;14187273684210500.00; $77202.72. ;1920;1080;1.8;Intel;Intel;256;0;1;1;0;Core i7 8550U;0;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
210;Acer;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Linux;2.40; $41505.12. ;1920;1080;2.8;Intel;Nvidia;0;1024;0;1;0;Core i7 7700HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
211;Asus;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows;2.90; $74964.96. ;1920;1080;2.8;Intel;Nvidia;256;1024;1;1;0;Core i7 7700HQ;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
212;HP;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;No OS;2.10; $18594.72. ;1920;1080;2.0;Intel;Intel;0;512;0;1;0;Core i3 6006U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
213;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;No OS;2.20; $29250.72. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
214;Huawei;Ultrabook;13.0;IPS Panel Full HD 2160x1440;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows;1.05; $79866.72. ;2160;1440;2.7;Intel;Intel;512;0;1;1;0;Core i7 7500U;1;0;2160 x 1440;200;2160 x 1440;QHD+ (Quad HD Plus);03:02;High
215;Dell;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;AMD Radeon 530;Windows;1.40; $49650.57. ;1920;1080;1.8;Intel;AMD;256;0;1;1;0;Core i7 8550U;1;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
216;Lenovo;Notebook;17.3;1600x900;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 940MX;No OS;2.80; $31381.92. ;1600;900;2.5;Intel;Nvidia;0;1024;0;1;0;Core i5 7200U;0;0;1600 x 900;106;1600 x 900;HD+;16:09;Lower-Mid
217;HP;Notebook;14.0;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows;1.63; $54931.68. ;1920;1080;1.8;Intel;Nvidia;256;0;1;1;0;Core i7 8550U;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
218;Dell;Ultrabook;14.0;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows;1.60; $61218.72. ;1920;1080;1.6;Intel;Intel;256;0;1;1;0;Core i5 8250U;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
219;Dell;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows;1.62; $68145.12. ;1920;1080;1.8;Intel;Intel;512;0;1;1;0;Core i7 8550U;0;1;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
220;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;AMD Radeon 520;Linux;2.20; $36089.21. ;1920;1080;1.6;Intel;AMD;256;0;1;1;0;Core i5 8250U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
221;Lenovo;2 in 1 Convertible;14.0;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows;1.74; $47898.72. ;1920;1080;1.6;Intel;Intel;256;0;1;1;0;Core i5 8250U;1;1;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
222;Toshiba;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.20; $72620.64. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i7 6500U;0;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
223;HP;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1TB HDD;Intel UHD Graphics 620;Windows;2.10; $42304.32. ;1920;1080;1.6;Intel;Intel;0;1024;0;1;0;Core i5 8250U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
224;Dell;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows;4.42; $130873.8. ;1920;1080;2.8;Intel;Nvidia;256;1024;1;1;0;Core i7 7700HQ;1;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
225;Acer;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows;2.20; $44328.96. ;1920;1080;2.7;Intel;Nvidia;256;0;1;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
226;Dell;Notebook;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;1TB HDD;AMD Radeon R7 M445;Windows;2.30; $45768.05. ;1920;1080;2.7;Intel;AMD;0;1024;0;1;0;Core i7 7500U;0;1;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
227;Asus;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 920MX ;Windows;2.00; $40972.32. ;1920;1080;2.5;Intel;Nvidia;256;0;1;1;0;Core i5 7200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
228;Asus;Notebook;17.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD +  500GB HDD;Nvidia GeForce GTX 950M;Windows;2.69; $47472.48. ;1920;1080;2.5;Intel;Nvidia;256;512;1;1;0;Core i5 7200U;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
229;HP;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD FirePro W4190M ;Windows;1.90; $67612.32. ;1920;1080;2.7;Intel;AMD;0;1024;0;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
230;Asus;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows;2.37; $21258.19. ;1366;768;2.4;Intel;Intel;0;1024;0;1;0;Core i3 7100U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
231;HP;Notebook;15.6;1366x768;AMD E-Series 9000e 1.5GHz;4;500GB HDD;AMD Radeon R2;Windows;2.10; $17582.4. ;1366;768;1.5;AMD;AMD;0;512;0;1;0;E-Series 9000e;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
232;Lenovo;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows;3.20; $79866.72. ;1920;1080;2.8;Intel;Nvidia;256;1024;1;1;0;Core i7 7700HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
233;Dell;Notebook;14.0;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.60; $45767.52. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
234;Acer;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.60; $36709.92. ;1920;1080;2.3;Intel;Intel;256;0;1;1;0;Core i5 6200U;1;1;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
235;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;AMD Radeon R7 M445;Linux;2.36; $47898.72. ;1920;1080;2.7;Intel;AMD;256;0;1;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
236;Acer;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;Linux;2.10; $20779.2. ;1366;768;2.0;Intel;Intel;0;1024;0;1;0;Core i3 6006U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
237;Asus;Notebook;15.6;Full HD 1920x1080;AMD A10-Series A10-9620P 2.5GHz;4;128GB SSD +  1TB HDD;AMD Radeon R5 M430;Windows;2.20; $30636.. ;1920;1080;2.5;AMD;AMD;128;1024;1;1;0;A10-Series A10-9620P;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
238;Asus;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;32;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1080;Windows;4.70; $207259.2. ;1920;1080;2.9;Intel;Nvidia;512;1024;1;1;0;Core i7 7820HK;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
239;Acer;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows;2.50; $45074.88. ;1920;1080;2.5;Intel;Nvidia;256;0;1;1;0;Core i5 7300HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
240;Lenovo;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;8;128GB SSD;Intel HD Graphics 520;Windows;2.20; $31381.92. ;1366;768;2.0;Intel;Intel;128;0;1;1;0;Core i3 6006U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
241;Asus;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce 150MX;Windows;2.10; $61005.6. ;1920;1080;1.8;Intel;Nvidia;128;1024;1;1;0;Core i7 8550U;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
242;Asus;Notebook;17.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 950M;No OS;2.69; $47365.92. ;1920;1080;2.7;Intel;Nvidia;128;1024;1;1;0;Core i7 7500U;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
243;Dell;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows;2.56; $46833.12. ;1920;1080;2.5;Intel;Nvidia;256;0;1;1;0;Core i5 7300HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
244;Lenovo;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.38; $57489.12. ;1920;1080;2.7;Intel;Intel;256;0;1;1;0;Core i7 7500U;1;1;1920 x 1080;158;1920 x 1080;Full HD (1080p);16:09;Mid
245;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  2TB HDD;AMD Radeon 530;Windows;2.20; $52480.8. ;1920;1080;1.8;Intel;AMD;128;2048;1;1;0;Core i7 8550U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
246;HP;Notebook;15.6;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows;2.04; $29783.52. ;1366;768;2.5;Intel;Intel;0;1024;0;1;0;Core i5 7200U;0;1;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
247;Asus;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16;256GB SSD;Nvidia GeForce GTX 1080;Windows;3.60; $159786.72. ;1920;1080;2.9;Intel;Nvidia;256;0;1;1;0;Core i7 7820HK;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
248;HP;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel UHD Graphics 620;Windows;1.49; $35964.. ;1920;1080;1.6;Intel;Intel;0;512;0;1;0;Core i5 8250U;1;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
249;Apple;Ultrabook;13.3;IPS Panel Retina Display 2560x1600;Intel Core i5 3.1GHz;8;512GB SSD;Intel Iris Plus Graphics 650;Mac Os;1.37; $108691.2. ;2560;1600;3.1;Intel;Intel;512;0;1;1;0;Core i5;1;0;2560 x 1600;227;2560 x 1600;WQXGA (Wide Quad Extended Graphics Array);16:10;High
250;Dell;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Intel UHD Graphics 620;Windows;2.08; $43636.32. ;1920;1080;1.8;Intel;Intel;0;1024;0;1;0;Core i7 8550U;1;1;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
251;Asus;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows;4.30; $95850.72. ;1920;1080;2.8;Intel;Nvidia;256;1024;1;1;0;Core i7 7700HQ;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
252;Asus;Notebook;15.6;1366x768;AMD A9-Series 9420 3GHz;4;1TB HDD;AMD Radeon R5 M420;Windows;1.68; $24988.32. ;1366;768;3.0;AMD;AMD;0;1024;0;1;0;A9-Series 9420;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
253;Lenovo;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Intel UHD Graphics 620;Windows;1.37; $98514.72. ;1920;1080;1.8;Intel;Intel;512;0;1;1;0;Core i7 8550U;1;1;1920 x 1080;158;1920 x 1080;Full HD (1080p);16:09;Mid
254;Acer;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4;256GB SSD;Nvidia GeForce MX130;Windows;3.00; $37402.56. ;1920;1080;2.7;Intel;Nvidia;256;0;1;1;0;Core i3 7130U;1;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
255;Dell;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows;1.41; $50562.72. ;1920;1080;1.6;Intel;Intel;256;0;1;1;0;Core i5 8250U;0;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
256;HP;Notebook;15.6;1366x768;AMD A6-Series A6-9220 2.5GHz;8;128GB SSD;AMD Radeon R4 Graphics;Windows;1.91; $23757.55. ;1366;768;2.5;AMD;AMD;128;0;1;1;0;A6-Series A6-9220;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
257;HP;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;1TB HDD;Nvidia GeForce MX150;Windows;2.90; $56423.52. ;1920;1080;1.8;Intel;Nvidia;0;1024;0;1;0;Core i7 8550U;1;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
258;MSI;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows;4.14; $133146.72. ;1920;1080;2.8;Intel;Nvidia;512;1024;1;1;0;Core i7 7700HQ;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
259;Lenovo;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;512GB SSD;Nvidia GeForce GTX 1050M;Windows;2.00; $90522.72. ;1920;1080;2.8;Intel;Nvidia;512;0;1;1;0;Core i7 7700HQ;1;1;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
260;Dell;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows;2.80; $60845.76. ;1920;1080;1.8;Intel;AMD;128;1024;1;1;0;Core i7 8550U;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
261;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;256GB SSD;Intel HD Graphics 520;No OS;2.20; $23656.32. ;1920;1080;2.0;Intel;Intel;256;0;1;1;0;Core i3 6006U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
262;HP;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel HD Graphics 620;Windows;2.10; $38468.16. ;1920;1080;1.6;Intel;Intel;0;512;0;1;0;Core i5 8250U;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
263;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;Windows;2.18; $35004.96. ;1920;1080;2.5;Intel;Intel;0;1024;0;1;0;Core i5 7200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
264;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R5 M430;Windows;2.24; $30103.2. ;1920;1080;2.5;Intel;AMD;0;1024;0;1;0;Core i5 7200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
265;Dell;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows;2.67; $42570.72. ;1920;1080;1.6;Intel;Intel;256;0;1;1;0;Core i5 8250U;0;1;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
266;Asus;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD +  512GB SSD;Intel UHD Graphics 620;Windows;4.10; $79866.72. ;1920;1080;1.8;Intel;Intel;512;0;2;0;0;Core i7 8550U;0;1;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
268;HP;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Nvidia GeForce 930MX ;Windows;2.50; $54239.04. ;1920;1080;1.8;Intel;Nvidia;0;1024;0;1;0;Core i7 8550U;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
269;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows;2.05; $46886.4. ;1920;1080;1.8;Intel;Intel;256;0;1;1;0;Core i7 8550U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
270;Apple;Ultrabook;13.3;IPS Panel Retina Display 2560x1600;Intel Core i5 2.9GHz;8;512GB SSD;Intel Iris Graphics 550;Mac Os;1.37; $104370.19. ;2560;1600;2.9;Intel;Intel;512;0;1;1;0;Core i5;1;0;2560 x 1600;227;2560 x 1600;WQXGA (Wide Quad Extended Graphics Array);16:10;High
271;Asus;Gaming;17.3;Full HD 1920x1080;AMD Ryzen 1700 3GHz;16;256GB SSD +  1TB HDD;AMD Radeon RX 580;Windows;3.20; $82530.72. ;1920;1080;3.0;AMD;AMD;256;1024;1;1;0;Ryzen 1700;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
272;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;AMD Radeon 520;Linux;2.14; $39164.53. ;1920;1080;1.8;Intel;AMD;256;0;1;1;0;Core i7 8550U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
273;Lenovo;2 in 1 Convertible;14.0;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;16;512GB SSD;Intel HD Graphics 520;Windows;1.36; $133146.72. ;2560;1440;2.6;Intel;Intel;512;0;1;1;0;Core i7 6600U;0;1;2560 x 1440;210;2560 x 1440;WQHD (Wide Quad HD);16:09;High
274;Toshiba;Notebook;15.6;1366x768;Intel Core i7 6500U 2.5GHz;8;500GB HDD;Nvidia GeForce 930M;Windows;2.20; $43263.36. ;1366;768;2.5;Intel;Nvidia;0;512;0;1;0;Core i7 6500U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
275;Dell;Notebook;15.6;1366x768;Intel Core i7 7500U 2.7GHz;12;1TB HDD;Intel HD Graphics 620;Windows;2.30; $37992.37. ;1366;768;2.7;Intel;Intel;0;1024;0;1;0;Core i7 7500U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
276;Dell;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Linux;2.80; $58554.72. ;1920;1080;1.8;Intel;AMD;128;1024;1;1;0;Core i7 8550U;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
277;Acer;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Nvidia GeForce MX130;Windows;2.20; $39693.6. ;1920;1080;1.8;Intel;Nvidia;0;1024;0;1;0;Core i7 8550U;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
278;Lenovo;Notebook;17.3;1600x900;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;Windows;2.80; $26053.92. ;1600;900;2.0;Intel;Intel;0;1024;0;1;0;Core i3 6006U;0;0;1600 x 900;106;1600 x 900;HD+;16:09;Lower-Mid
279;Lenovo;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;2TB HDD;Nvidia GeForce MX150;No OS;2.80; $45234.72. ;1920;1080;1.8;Intel;Nvidia;0;2048;0;1;0;Core i7 8550U;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
280;Lenovo;Notebook;17.3;1600x900;Intel Core i7 7500U 2.7GHz;6;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows;2.80; $45767.52. ;1600;900;2.7;Intel;Nvidia;128;1024;1;1;0;Core i7 7500U;0;0;1600 x 900;106;1600 x 900;HD+;16:09;Lower-Mid
281;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R5 M430;Linux;2.25; $22803.84. ;1920;1080;2.0;Intel;AMD;0;1024;0;1;0;Core i3 6006U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
282;Lenovo;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows;2.50; $44169.12. ;1920;1080;2.5;Intel;Nvidia;256;0;1;1;0;Core i5 7300HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
283;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;256GB SSD;Intel HD Graphics 620;Windows;2.20; $30849.12. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
284;Acer;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce MX150;Windows;3.00; $50669.28. ;1920;1080;1.8;Intel;Nvidia;256;0;1;1;0;Core i7 8550U;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
285;Acer;Notebook;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;1TB HDD;Intel HD Graphics 620;Windows;2.15; $35111.52. ;1920;1080;2.7;Intel;Intel;0;1024;0;1;0;Core i7 7500U;1;1;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
286;Lenovo;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 630;Windows;1.95; $58448.16. ;1920;1080;2.7;Intel;Intel;256;0;1;1;0;Core i7 7500U;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
287;Asus;Ultrabook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows;1.70; $52054.56. ;1920;1080;2.5;Intel;Nvidia;256;0;1;1;0;Core i5 7200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
288;Lenovo;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows;2.50; $62817.12. ;1920;1080;2.8;Intel;Nvidia;256;1024;1;1;0;Core i7 7700HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
289;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 940MX;No OS;2.20; $35112.05. ;1920;1080;2.7;Intel;Nvidia;0;1024;0;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
290;Acer;Notebook;15.6;1366x768;Intel Celeron Dual Core 3205U 1.5GHz;2;16GB SSD;Intel HD Graphics;Chrome OS;2.19; $10602.72. ;1366;768;1.5;Intel;Intel;16;0;1;1;0;Celeron Dual Core 3205U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
291;Asus;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows;3.00; $63243.36. ;1920;1080;2.8;Intel;Nvidia;0;1024;0;1;0;Core i7 7700HQ;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
